True Values,Predictions,error,close,open,gap_open,day_of_week,week_of_year,month_of_year,Mar Up,Mar Down,Pred Up,Pred Down,Results
21664.55,21699.3025,-34.7525,21664.55,21653.6,101.65,1,2,1,1,0,1,0,1
11665.7,11688.32125,-22.62125,11665.7,11670.75,-15.5,2,29,7,0,1,1,0,0
22328.05,22368.47925,-40.42925,22328.05,22339.05,61.6,0,16,4,0,1,1,0,0
17854.3,17805.5965,48.7035,17854.3,17842.75,43.45,2,14,4,1,0,0,1,0
11913.5,11917.183,-3.683,11913.5,11919.45,-36.2,1,47,11,0,1,0,1,1
14680.8,14717.79575,-36.99575,14680.8,14702.5,-81.65,0,9,3,0,1,1,0,0
17414.5,17498.90775,-84.40775,17414.5,17468.15,-3.45,2,13,3,0,1,1,0,0
8380.05,8393.9845,-13.9345,8380.05,8396,47.95,4,13,3,0,1,0,1,1
12161.2,12183.1885,-21.9885,12161.2,12153.15,-61.3,3,2,1,1,0,1,0,1
8546.6,8458.2925,88.3075,8546.6,8478.1,-100.75,1,7,2,1,0,0,1,0
9424.25,9507.264,-83.014,9424.25,9587.8,387.75,0,12,3,0,1,0,1,1
8611.05,8598.679,12.371,8611.05,8628.35,-10.95,1,34,8,0,1,0,1,1
12251.25,12257.01925,-5.76925,12251.25,12261.1,38.9,4,1,1,0,1,0,1,1
17191.45,17302.31725,-110.86725,17191.45,17289,111.05,4,12,3,0,1,1,0,0
9048.45,9094.93275,-46.48275,9048.45,9082.2,-235.2,2,22,5,0,1,1,0,0
17614.1,17735.025,-120.925,17614.1,17731.45,48.9,1,5,1,0,1,1,0,0
11666.95,11643.78375,23.16625,11666.95,11667,-20.65,0,16,4,0,1,0,1,1
15208.65,15271.6255,-62.9755,15208.65,15272.65,-58.1,4,24,6,0,1,0,1,1
25217.1,25252.655,-35.555,25217.1,25250.5,105.7,3,36,9,0,1,1,0,0
17526.85,17546.58525,-19.73525,17526.85,17566.1,42.35,2,32,8,0,1,0,1,1
19789.2,19777.9925,11.2075,19789.2,19784,-26.6,2,47,11,1,0,0,1,0
10480.4,10486.46025,-6.06025,10480.4,10488.95,1,2,9,2,0,1,0,1,1
24449.3,24427.218,22.082,24449.3,24444.95,3.05,2,30,7,1,0,0,1,0
7691.45,7714.5755,-23.1255,7691.45,7717.65,-16.6,4,18,5,0,1,0,1,1
7859.3,7911.17925,-51.87925,7859.3,7908.1,0.3,0,16,4,0,1,1,0,0
8736.65,8757.03825,-20.38825,8736.65,8739,-38.8,3,7,2,0,1,1,0,0
17890,17903.5815,-13.5815,17890,17913.3,-92.15,0,2,1,0,1,0,1,1
17560.2,17536.116,24.084,17560.2,17568.15,49.3,2,42,10,0,1,0,1,1
17309.8,17389.89325,-80.09325,17309.8,17363.55,12.85,0,37,9,0,1,1,0,0
8447,8468.68725,-21.68725,8447,8470.6,28.2,1,29,7,0,1,0,1,1
10236.95,10202.1775,34.7725,10236.95,10207.4,-25.65,0,42,10,1,0,0,1,0
10506.9,10503.841,3.059,10506.9,10498.2,31.2,3,52,12,1,0,1,0,1
10527.55,10495.22975,32.32025,10527.55,10523.35,46.05,0,50,12,1,0,0,1,0
15907.95,16014.56675,-106.61675,15907.95,16021.1,194.65,3,19,5,0,1,0,1,1
8582.45,8579.56825,2.88175,8582.45,8581.5,-39.45,4,39,9,1,0,0,1,0
13465.4,13472.8025,-7.4025,13465.4,13458.1,-74.45,2,50,12,1,0,1,0,1
8308.55,8300.74775,7.80225,8308.55,8308.25,11.4,4,43,10,1,0,0,1,0
10863.5,10825.46975,38.03025,10863.5,10812.6,8.55,1,20,5,1,0,1,0,1
8256.1,8258.34725,-2.24725,8256.1,8262.55,-9,0,43,10,0,1,0,1,1
8621.2,8570.83325,50.36675,8621.2,8600.2,-79.1,4,31,8,1,0,0,1,0
17991.15,17957.84725,33.30275,17991.15,17974.85,32.25,4,7,2,1,0,0,1,0
17336.85,17381.62,-44.77,17336.85,17375.75,5.05,2,36,9,0,1,1,0,0
16780.35,16671.84675,108.50325,16780.35,16761.65,178.05,4,22,6,1,0,0,1,0
22409.45,22389.50525,19.94475,22409.45,22421.55,9.35,2,17,4,0,1,0,1,1
18854.65,18881.75775,-27.10775,18854.65,18873.3,119.1,0,25,6,0,1,1,0,0
25055.45,25041.26,14.19,25055.45,25065.8,46.25,2,41,10,0,1,0,1,1
12104.3,12095.83875,8.46125,12104.3,12131.35,70.85,0,51,12,0,1,0,1,1
7440.9,7461.7905,-20.8905,7440.9,7425.3,74.15,0,3,1,1,0,1,0,1
10358.5,10389.6205,-31.1205,10358.5,10390.3,98.5,1,41,10,0,1,0,1,1
18174.05,18241.0945,-67.0445,18174.05,18246.4,88.45,0,47,11,0,1,0,1,1
7851,7840.23875,10.76125,7851,7837.15,-55.4,3,48,11,1,0,1,0,1
8413,8441.97725,-28.97725,8413,8413.2,-15.85,3,31,7,0,1,1,0,0
9686.75,9691.51425,-4.76425,9686.75,9704.25,67.35,1,23,6,0,1,0,1,1
10158.45,10139.54,18.91,10158.45,10139.6,16,3,38,9,1,0,0,1,0
8481.75,8454.81575,26.93425,8481.75,8474.95,92.65,3,13,3,1,0,0,1,0
8387.3,8398.49425,-11.19425,8387.3,8391.7,-109.65,0,14,3,0,1,1,0,0
12136.65,12129.4085,7.2415,12136.65,12114.9,-17.1,2,5,1,1,0,1,0,1
10380.4,10390.16425,-9.76425,10380.4,10376.65,26,2,48,11,1,0,1,0,1
8356.15,8338.861,17.289,8356.15,8336.25,-78.8,3,26,6,1,0,1,0,1
17020.75,17065.14125,-44.39125,17020.75,17076.2,143.6,4,12,3,0,1,0,1,1
9977.5,9998.6075,-21.1075,9977.5,10010.55,45.75,1,30,7,0,1,0,1,1
10521.55,10554.69125,-33.14125,10521.55,10557.3,9.75,1,16,4,0,1,0,1,1
8226.2,8215.484,10.716,8226.2,8228.75,23.3,0,23,6,0,1,0,1,1
10384.05,10417.23975,-33.18975,10384.05,10426,30.85,2,8,2,0,1,0,1,1
11010.25,10938.54875,71.70125,11010.25,10965.1,-103.35,2,6,2,1,0,0,1,0
11074.5,11038.5485,35.9515,11074.5,11060.2,68.9,3,31,8,1,0,0,1,0
25850,25908.7715,-58.7715,25850,25788.45,-24.1,1,40,10,1,0,1,0,1
8790.75,8792.736,-1.986,8790.75,8790.8,175.15,3,39,9,0,1,1,0,0
16005.4,16010.40175,-5.00175,16005.4,16018.85,70.9,3,28,7,0,1,0,1,1
8756.9,8791.46225,-34.56225,8756.9,8779,84.35,3,9,2,0,1,1,0,0
17808.9,17813.39525,-4.49525,17808.9,17807.3,-20.85,3,15,4,1,0,1,0,1
10082.15,10076.156,5.994,10082.15,10051.55,-86.65,1,12,3,1,0,1,0,1
10764.4,10745.57475,18.82525,10764.4,10775.6,98,3,20,5,0,1,0,1,1
18252.3,18257.83675,-5.53675,18252.3,18259.1,142.05,4,52,12,0,1,0,1,1
15943.55,15896.926,46.624,15943.55,15917.4,88.95,3,20,5,1,0,0,1,0
25130.5,25145.06625,-14.56625,25130.5,25181.9,132.8,4,40,10,0,1,0,1,1
8846.75,8871.89025,-25.14025,8846.75,8883.7,66.75,4,7,2,0,1,0,1,1
22313.15,22298.8625,14.2875,22313.15,22319.2,-73.15,3,20,5,0,1,0,1,1
17125.6,17188.61175,-63.01175,17125.6,17189.5,-41.85,3,17,4,0,1,0,1,1
8932.65,8905.7145,26.9355,8932.65,8915.1,-47.5,0,10,3,1,0,0,1,0
17915.25,17880.55325,34.69675,17915.25,17890.85,-40.75,0,37,9,1,0,0,1,0
19820.9,19827.69575,-6.79575,19820.9,19840.55,91.7,3,38,9,0,1,0,1,1
10971.3,10978.35625,-7.05625,10971.3,11011,189.65,3,39,9,0,1,0,1,1
18676.9,18730.894,-53.994,18676.9,18741.85,73.3,4,25,6,0,1,0,1,1
8535.05,8527.82075,7.22925,8535.05,8519.95,-110.45,0,30,7,1,0,1,0,1
23132.95,23340.587,-207.637,23132.95,23337.9,31.95,0,23,6,0,1,1,0,0
16549.8,16576.76025,-26.96025,16549.8,16592.25,103.95,0,34,8,0,1,0,1,1
10915,10889.085,25.915,10915,10919.35,-30.05,0,4,1,0,1,0,1,1
8809.75,8782.35475,27.39525,8809.75,8780.85,0.05,4,37,9,1,0,1,0,1
17472,17542.478,-70.478,17472,17575.15,462.7,0,4,1,0,1,0,1,1
12096.9,12181.30725,-84.40725,12096.9,12170.6,182.5,0,2,1,0,1,1,0,0
19523.75,19560.3665,-36.6165,19523.75,19578.8,-52.15,2,32,8,0,1,0,1,1
12006.7,11982.9305,23.7695,12006.7,12005.85,-86.1,2,6,2,1,0,0,1,0
19602.45,19573.58725,28.86275,19602.45,19627.2,56.4,1,32,8,0,1,0,1,1
17184.2,17121.90875,62.29125,17184.2,17160.55,91.9,1,11,3,1,0,0,1,0
9180.15,9200.64,-20.49,9180.15,9202.5,55.2,3,15,4,0,1,0,1,1
24262.5,24324.305,-61.805,24262.5,24328.85,-125.15,1,44,10,0,1,0,1,1
12088.9,12104.86025,-15.96025,12088.9,12131.8,81.65,0,8,2,0,1,0,1,1
17392.3,17383.8745,8.4255,17392.3,17408.45,115.4,2,7,2,0,1,0,1,1
22921.5,22788.73075,132.76925,22921.5,22821.85,-448.2,4,23,6,1,0,0,1,0
17579.5,17563.47375,16.02625,17579.5,17584.85,64.9,1,15,4,0,1,0,1,1
15668.7,15697.27475,-28.57475,15668.7,15674.25,-67.7,1,24,6,0,1,1,0,0
23399.65,23340.302,59.348,23399.65,23319.15,84.7,0,24,6,1,0,1,0,1
24926.85,24874.6915,52.1585,24926.85,24886.7,-92.6,2,31,7,1,0,0,1,0
10602.75,10568.772,33.978,10602.75,10578.1,-42.25,1,17,4,1,0,0,1,0
7640.8,7648.2095,-7.4095,7640.8,7659.4,-33.2,1,51,12,0,1,0,1,1
21028.2,21070.03425,-41.83425,21028.2,21033.95,-249.05,3,51,12,0,1,1,0,0
8853.3,8844.08925,9.21075,8853.3,8856.85,114.05,0,9,2,0,1,0,1,1
12802.75,12795.89375,6.85625,12802.75,12823.35,55.8,5,46,11,0,1,0,1,1
8428.45,8436.01175,-7.56175,8428.45,8434.5,15.45,3,21,5,0,1,1,0,0
9912.7,9899.94675,12.75325,9912.7,9919.35,101.3,0,25,6,0,1,0,1,1
8305.75,8269.5545,36.1955,8305.75,8284.95,-91.25,0,21,5,1,0,0,1,0
21654.65,21664.58025,-9.93025,21654.65,21615.2,-23,4,3,1,1,0,1,0,1
19434.6,19398.4225,36.1775,19434.6,19449.6,13.15,2,45,11,0,1,0,1,1
17822.1,17842.63375,-20.53375,17822.1,17820.1,-87.6,2,1,1,1,0,1,0,1
8741.55,8744.3165,-2.7665,8741.55,8745.85,-16.35,3,4,1,0,1,0,1,1
15712.6,15705.1625,7.4375,15712.6,15712.5,41.85,4,22,6,1,0,0,1,0
14727.6,14792.72425,-65.12425,14727.6,14811.85,118.8,2,13,3,0,1,0,1,1
11653.05,11640.53775,12.51225,11653.05,11633.3,-37.4,3,44,10,1,0,1,0,1
8283.55,8261.66325,21.88675,8283.55,8262.7,-27.6,1,2,1,1,0,0,1,0
10184.3,10198.26975,-13.96975,10184.3,10215.35,121.4,0,12,3,0,1,0,1,1
26230.6,25946.68075,283.91925,26230.6,26248.25,73.25,4,39,9,0,1,0,1,1
11517.1,11475.09825,42.00175,11517.1,11469.85,-110.15,3,39,9,1,0,1,0,1
8205.1,8174.75475,30.34525,8205.1,8209.85,49.3,1,22,5,0,1,0,1,1
7964.25,7976.65825,-12.40825,7964.25,7974.45,-103.5,3,21,5,0,1,1,0,0
19565.35,19563.709,1.641,19565.35,19581.2,-57,4,39,9,0,1,0,1,1
9408.75,9445.29825,-36.54825,9408.75,9445.05,65.65,1,21,5,0,1,1,0,0
11504.5,11552.0925,-47.5925,11504.5,11558.25,-27.8,4,36,9,0,1,0,1,1
17559.55,17522.1035,37.4465,17559.55,17539.2,-88.35,3,37,9,1,0,0,1,0
21546.15,21467.343,78.807,21546.15,21433.1,-311.7,0,5,1,1,0,1,0,1
7023,7070.29725,-47.29725,7023,7050.45,51.9,0,9,2,0,1,1,0,0
15266.3,15285.37625,-19.07625,15266.3,15279.9,83.65,2,7,2,0,1,1,0,0
10621.45,10636.1,-14.65,10621.45,10637.05,-13.35,3,2,1,0,1,0,1,1
16824.6,16875.03325,-50.43325,16824.6,16854.75,185.55,3,18,5,0,1,1,0,0
11217.3,11252.2225,-34.9225,11217.3,11248.9,-10.75,0,34,8,0,1,1,0,0
10363.1,10366.17875,-3.07875,10363.1,10361.05,-43.6,0,48,11,1,0,1,0,1
24755.65,24871.3395,-115.6895,24755.65,24823.4,-118.85,0,37,9,0,1,1,0,0
12200.85,12209.87875,-9.02875,12200.85,12218.35,110.2,2,4,1,0,1,0,1,1
8600.65,8569.7675,30.8825,8600.65,8601.5,69.6,1,30,7,0,1,0,1,1
10158.05,10174.56275,-16.51275,10158.05,10152.9,-78.55,3,46,11,1,0,1,0,1
11577.5,11592.8575,-15.3575,11577.5,11596.2,-18.3,2,43,10,0,1,0,1,1
8270.4,8247.94375,22.45625,8270.4,8281.3,27.7,1,43,10,0,1,0,1,1
7499.5,7463.97625,35.52375,7499.5,7486.4,4.4,1,10,3,1,0,0,1,0
22339.6,22290.26375,49.33625,22339.6,22316.9,-242.35,3,17,4,1,0,0,1,0
9875.35,9865.169,10.181,9875.35,9876.7,-0.15,2,25,6,0,1,0,1,1
7742.6,7727.06725,15.53275,7742.6,7727.65,-20.5,3,13,3,1,0,0,1,0
11528.8,11522.84825,5.95175,11528.8,11515.4,148.05,1,40,10,1,0,1,0,1
9971.9,9963.44625,8.45375,9971.9,9968.8,-18,4,12,3,1,0,0,1,0
10789.15,10784.94575,4.20425,10789.15,10808.45,66.5,3,25,6,0,1,0,1,1
7902.2,7906.58075,-4.38075,7902.2,7897.65,-42.1,3,53,12,1,0,1,0,1
24186.05,24189.86075,-3.81075,24186.05,24213.35,-103.4,4,27,7,0,1,0,1,1
25939.15,25911.64675,27.50325,25939.15,25899.45,-114.05,2,39,9,1,0,1,0,1
11400.55,11402.56275,-2.01275,11400.55,11397.15,5.95,3,33,8,1,0,1,0,1
14827.75,14749.8735,77.8765,14827.75,14789.7,-55.8,1,19,5,1,0,0,1,0
10471.65,10503.528,-31.878,10471.65,10494.4,51.2,2,51,12,0,1,1,0,0
7909.8,7907.53675,2.26325,7909.8,7901.15,35.65,3,49,12,1,0,1,0,1
12007.15,11979.50425,27.64575,12007.15,12021.1,5,3,45,11,0,1,0,1,1
11639.1,11584.8175,54.2825,11639.1,11590.7,2.4,1,39,9,1,0,0,1,0
12099.65,12072.93775,26.71225,12099.65,12068.5,-43.7,2,48,11,1,0,1,0,1
9864.65,9869.2335,-4.5835,9864.65,9884.35,-40.15,2,40,10,0,1,0,1,1
10257.5,10310.08175,-52.58175,10257.5,10321.15,27.4,2,43,10,0,1,0,1,1
8985.6,9058.6165,-73.0165,8985.6,9088.45,549.15,2,12,3,0,1,0,1,1
17513.65,17535.008,-21.358,17513.65,17529.45,-75.2,1,5,2,0,1,1,0,0
15966.85,15887.28375,79.56625,15966.85,15912.6,-370,1,20,5,1,0,0,1,0
7441.75,7454.247,-12.497,7441.75,7426.5,-0.1,3,4,1,1,0,1,0,1
10594.15,10612.56625,-18.41625,10594.15,10603.45,-84.4,2,23,6,0,1,1,0,0
7533.3,7532.23075,1.06925,7533.3,7542.05,-16.25,4,14,4,0,1,0,1,1
11434.15,11408.28825,25.86175,11434.15,11412,-60.9,0,35,8,1,0,0,1,0
15717.4,15696.464,20.936,15717.4,15701.7,-81.65,2,26,6,1,0,0,1,0
8554.45,8545.14675,9.30325,8554.45,8546.8,24.3,3,45,11,1,0,0,1,0
21898.75,21932.55975,-33.80975,21898.75,21932.2,-148.6,4,12,3,0,1,1,0,0
8712.4,8684.453,27.947,8712.4,8696.85,30.85,4,6,2,1,0,0,1,0
15576.8,15475.32825,101.47175,15576.8,15525.85,-222.75,0,25,6,1,0,0,1,0
8957.3,8944.328,12.972,8957.3,8953.7,16.85,4,10,3,1,0,0,1,0
8300.8,8270.493,30.307,8300.8,8283,34.8,4,1,1,1,0,0,1,0
8283.35,8273.03,10.32,8283.35,8302.75,-34.35,2,22,5,0,1,0,1,1
9099.4,9079.143,20.257,9099.4,9104,3.6,4,12,3,0,1,0,1,1
12205.1,12202.05275,3.04725,12205.1,12211.85,80.95,3,52,12,0,1,0,1,1
10719.95,10702.172,17.778,10719.95,10740.1,92.55,1,47,11,0,1,0,1,1
22006.45,22083.2765,-76.8265,22006.45,22081.55,-135.35,3,8,2,0,1,1,0,0
24265.05,24250.192,14.858,24265.05,24289.4,-25.85,2,32,8,0,1,0,1,1
25104.7,25122.71925,-18.01925,25104.7,25089.95,-116.4,2,36,9,1,0,1,0,1
17722.5,17686.0725,36.4275,17722.5,17695.7,44.1,1,36,9,1,0,0,1,0
17462.35,17433.7035,28.6465,17462.35,17387.15,-248.2,0,1,1,1,0,1,0,1
20976,20916.787,59.213,20976,20965.3,-27.5,0,50,12,1,0,0,1,0
19570.75,19581.32275,-10.57275,19570.75,19612.15,-106.95,0,29,7,0,1,0,1,1
10064.6,10086.4515,-21.8515,10064.6,10094.1,183.95,3,24,6,0,1,0,1,1
17803.6,17851.4995,-47.8995,17803.6,17867.5,-83,4,2,1,0,1,0,1,1
10540.85,10542.334,-1.484,10540.85,10534.25,-27.1,4,1,1,1,0,1,0,1
10400.8,10276.38625,124.41375,10400.8,10295.15,-225.2,1,6,2,1,0,0,1,0
22716.9,22731.7255,-14.8255,22716.9,22720.25,-14.8,2,15,4,0,1,1,0,0
11923.2,11926.08425,-2.88425,11923.2,11950.5,89.25,1,50,12,0,1,0,1,1
8262.55,8256.82325,5.72675,8262.55,8271.7,16.35,4,49,12,0,1,0,1,1
17416.1,17475.37275,-59.27275,17416.1,17451,105.45,4,6,2,0,1,1,0,0
8851.75,8806.3865,45.3635,8851.75,8827.95,4.4,4,4,1,1,0,0,1,0
8476.6,8411.62475,64.97525,8476.6,8451,-202.5,3,13,3,1,0,0,1,0
8154.7,8169.8715,-15.1715,8154.7,8172.15,-42.45,2,48,11,0,1,0,1,1
11462.75,11472.908,-10.158,11462.75,11466.3,-116,3,42,10,0,1,1,0,0
10417.7,10427.29875,-9.59875,10417.7,10408.1,-84.45,4,8,2,1,0,1,0,1
8737.95,8749.235,-11.285,8737.95,8729.5,-121.15,4,9,2,1,0,1,0,1
8758.25,8764.70425,-6.45425,8758.25,8768.7,56.3,3,40,10,0,1,0,1,1
18246.3,18253.0125,-6.7125,18246.3,18257,-1.55,3,2,1,0,1,0,1,1
8572,8549.89175,22.10825,8572,8564.05,66.7,0,29,7,1,0,0,1,0
21851.2,21871.43425,-20.23425,21851.2,21861.5,-288.2,4,16,4,0,1,1,0,0
14669.05,14710.54475,-41.49475,14669.05,14687.25,180.4,1,18,5,0,1,1,0,0
17383.3,17416.62725,-33.32725,17383.3,17417.3,-129.7,3,47,11,0,1,0,1,1
8716.75,8748.2925,-31.5425,8716.75,8742.9,62,2,12,3,0,1,1,0,0
17415.6,17407.04375,8.55625,17415.6,17387.65,-130.65,2,37,9,1,0,1,0,1
17365.35,17389.81825,-24.46825,17365.35,17396.55,116.4,3,7,2,0,1,0,1,1
13860.6,13809.4075,51.1925,13860.6,13815.15,-65.85,0,53,12,1,0,0,1,0
11562.9,11580.9075,-18.0075,11562.9,11598.75,75.6,1,36,9,0,1,0,1,1
22180.05,22182.4995,-2.4495,22180.05,22169.2,52.05,0,9,2,1,0,1,0,1
21563.8,21603.3795,-39.5795,21563.8,21578.15,-270.55,2,7,2,0,1,1,0,0
16816.6,16716.936,99.664,16816.6,16775.85,-162.85,0,35,8,1,0,0,1,0
7574.95,7527.14925,47.80075,7574.95,7542.6,13,0,11,3,1,0,0,1,0
8397,8401.153,-4.153,8397,8402.35,-116.55,4,33,8,0,1,0,1,1
8401.05,8410.815,-9.765,8401.05,8391.05,-18.1,3,2,1,1,0,1,0,1
17418,17413.976,4.024,17418,17420.35,38.35,1,37,9,0,1,0,1,1
16536.5,16531.48425,5.01575,16536.5,16518.4,-28.65,0,33,8,1,0,1,0,1
15899.35,15834.3345,65.0155,15899.35,15818.2,-189.65,2,27,7,1,0,1,0,1
11157.9,11160.2215,-2.3215,11157.9,11149.95,-48,4,30,7,1,0,1,0,1
8815.75,8840.274,-24.524,8815.75,8844.05,182.95,4,11,3,0,1,0,1,1
22327.65,22283.4405,44.2095,22327.65,22327.5,-152.55,2,10,3,1,0,0,1,0
7171.9,7148.26725,23.63275,7171.9,7170.55,-31.45,4,7,2,1,0,0,1,0
10979.15,10976.29575,2.85425,10979.15,10996.05,34.65,3,35,8,0,1,0,1,1
11736.3,11860.50175,-124.20175,11736.3,11807.1,-80.7,1,44,10,0,1,1,0,0
11329.8,11310.7275,19.0725,11329.8,11322.45,54.15,2,30,7,1,0,0,1,0
7755.15,7780.8915,-25.7415,7755.15,7762.45,1.35,4,46,11,0,1,1,0,0
10637.2,10660.53175,-23.33175,10637.2,10652.05,26.65,2,2,1,0,1,1,0,0
8145.8,8161.07375,-15.27375,8145.8,8180.45,31.9,1,41,10,0,1,0,1,1
17454.95,17442.64,12.31,17454.95,17414.95,-329.25,1,35,8,1,0,1,0,1
19676.25,19741.13325,-64.88325,19676.25,19729.35,50.5,1,30,7,0,1,1,0,0
9234.6,9270.57625,-35.97625,9234.6,9264.4,7.5,2,14,4,0,1,1,0,0
17868.7,17736.501,132.199,17868.7,17861.5,235.05,2,40,10,1,0,0,1,0
15786.2,15792.1045,-5.9045,15786.2,15800.6,26.95,4,30,7,0,1,0,1,1
10749.7,10737.14625,12.55375,10749.7,10761.5,50.35,1,3,1,0,1,0,1,1
17783.25,17749.116,34.134,17783.25,17811.6,206.2,2,5,2,0,1,0,1,1
8430.7,8432.98475,-2.28475,8430.7,8417.25,-5.3,0,23,6,1,0,1,0,1
11608.35,11610.804,-2.454,11608.35,11609.3,37.8,3,35,8,0,1,1,0,0
17635.05,17653.453,-18.403,17635.05,17634.9,21.85,0,15,4,1,0,1,0,1
8139.9,8128.6335,11.2665,8139.9,8121.7,-6.45,1,42,10,1,0,1,0,1
17377.7,17313.89025,63.80975,17377.7,17315.25,-152.6,2,49,12,1,0,0,1,0
8196.05,8172.04825,24.00175,8196.05,8166.5,-5.5,0,22,5,1,0,1,0,1
17322.15,17306.7365,15.4135,17322.15,17310.15,15.3,1,31,8,1,0,0,1,0
